Edge,Count
"(1106771, 45533)",143
"(1106771, 74427)",140
"(1111186, 192870)",90
"(1114398, 192870)",55
"(1115456, 45533)",86
"(1116974, 45533)",125
"(1116974, 74427)",85
"(1122642, 34263)",125
"(1122642, 34266)",125
"(1122642, 90655)",120
"(1122642, 213246)",95
"(34263, 87482)",122
"(34263, 90655)",110
"(34263, 34266)",120
"(34263, 213246)",157
"(34266, 90655)",135
"(34266, 45533)",114
"(34266, 74427)",174
"(34266, 87482)",180
"(368605, 74427)",134
"(87482, 45533)",80
"(87482, 74427)",130
"(682815, 175256)",0
"(682815, 195792)",0
"(35335, 168958)",0
"(35335, 59772)",0
"(168958, 258259)",0
"(1116410, 219976)",0
"(35778, 108962)",80
"(35778, 108983)",107
"(35778, 519318)",0
"(108962, 108963)",120
"(108962, 1095507)",85
"(108962, 310653)",130
"(108962, 108974)",75
"(108962, 108983)",123
"(108983, 310653)",140
"(108983, 683404)",48
"(519318, 1125906)",0
"(1128974, 195792)",0
"(399370, 60159)",76
"(399370, 60169)",130
"(60169, 60159)",115
"(627024, 278394)",0
"(627024, 278403)",0
"(35852, 41732)",0
"(134060, 481073)",0
"(1105116, 37879)",0
"(66982, 39210)",99
"(36131, 77438)",81
"(77438, 37888)",101
"(77438, 106590)",51
"(77438, 1129994)",60
"(77438, 589923)",75
"(77438, 590022)",104
"(189620, 1129994)",0
"(189620, 1133417)",0
"(36802, 189856)",60
"(36802, 37888)",83
"(36802, 589923)",78
"(36802, 590022)",92
"(36802, 189566)",80
"(189856, 189566)",80
"(189856, 1129518)",0
"(189856, 1129994)",28
"(189856, 683355)",91
"(189856, 683404)",80
"(589923, 590022)",120
"(37541, 260979)",39
"(37541, 46491)",55
"(37541, 137380)",95
"(1129610, 61069)",83
"(1129610, 210872)",83
"(1129610, 606479)",80
"(1153942, 57119)",59
"(117316, 117315)",85
"(592975, 57119)",61
"(592975, 592986)",110
"(592986, 57119)",63
"(593060, 57119)",7
"(593060, 1128977)",0
"(606647, 57119)",88
"(61069, 975567)",8
"(38537, 1131270)",0
"(38537, 1131277)",84
"(38537, 137868)",70
"(38537, 153063)",3
"(38537, 642847)",0
"(1131277, 137868)",50
"(1131277, 645084)",78
"(1131277, 645088)",75
"(137868, 1131300)",0
"(137868, 1154068)",0
"(153063, 1131223)",70
"(153063, 561568)",90
"(153063, 561581)",102
"(153063, 561593)",80
"(153063, 561595)",74
"(153063, 561610)",100
"(153063, 561613)",65
"(153063, 645084)",2
"(642847, 642681)",0
"(38771, 1104191)",0
"(1110579, 95198)",0
"(39127, 1128881)",0
"(39127, 1128927)",0
"(39127, 1128935)",120
"(39127, 116081)",135
"(39127, 116087)",95
"(39127, 195150)",80
"(39127, 46476)",0
"(39127, 75972)",175
"(1128935, 75969)",65
"(1128935, 75972)",94
"(116081, 116087)",125
"(39210, 66986)",15
"(66986, 83847)",10
"(39890, 1123689)",0
"(39890, 1154229)",0
"(39890, 1154232)",155
"(39890, 1154233)",80
"(39890, 242663)",75
"(39890, 51045)",108
"(39890, 521855)",60
"(39890, 559804)",93
"(39890, 714256)",77
"(39890, 51049)",105
"(1154229, 523574)",106
"(1154232, 51049)",73
"(1154232, 714256)",115
"(1154233, 714256)",85
"(242663, 51045)",120
"(242663, 51049)",145
"(242663, 51052)",65
"(51045, 51049)",152
"(51045, 51052)",80
"(521855, 73162)",96
"(521855, 519353)",60
"(559804, 73162)",162
"(559804, 189655)",89
"(559804, 714260)",100
"(714256, 714260)",56
"(714256, 714748)",60
"(40131, 118079)",0
"(118079, 40135)",0
"(128383, 70444)",75
"(144212, 1131549)",0
"(182094, 1131550)",35
"(182094, 650814)",55
"(44455, 227178)",115
"(42156, 1118120)",0
"(42156, 1152179)",0
"(42209, 42221)",80
"(42848, 1116835)",0
"(43165, 1131195)",0
"(43186, 1135894)",0
"(1135894, 739816)",0
"(206524, 48075)",90
"(44121, 1104435)",0
"(227178, 1128946)",0
"(44514, 253971)",0
"(44514, 606479)",54
"(606479, 210872)",80
"(45052, 1131266)",0
"(45188, 1130929)",0
"(1105450, 46470)",0
"(45533, 1104495)",0
"(1131639, 390693)",0
"(975567, 61073)",0
"(46491, 137380)",94
"(46491, 46547)",103
"(46491, 51834)",0
"(137380, 85449)",42
"(46501, 1153275)",0
"(46887, 1153106)",0
"(47682, 1125393)",0
"(47682, 47683)",0
"(1125393, 63812)",0
"(47839, 1124837)",0
"(48781, 1134865)",85
"(48781, 397488)",125
"(48781, 423816)",100
"(1134865, 100935)",52
"(1134865, 397488)",70
"(1134865, 423816)",65
"(1112369, 217984)",75
"(49720, 49753)",0
"(683355, 189623)",0
"(683355, 683404)",87
"(50354, 123556)",65
"(50354, 289088)",0
"(123556, 141160)",0
"(289088, 689152)",0
"(50807, 1104749)",0
"(50980, 73972)",0
"(51049, 1134320)",5
"(1134320, 73162)",0
"(52000, 1104809)",125
"(52000, 52007)",105
"(52000, 52003)",95
"(1104809, 52003)",90
"(1104809, 52007)",110
"(52003, 1112194)",95
"(52003, 73712)",45
"(1112194, 73712)",35
"(300806, 1133010)",0
"(446271, 202520)",0
"(446271, 202522)",0
"(1128291, 116545)",56
"(1128291, 578646)",149
"(1128291, 578650)",70
"(1128319, 116545)",98
"(1128319, 578646)",136
"(578645, 116545)",29
"(578645, 578646)",85
"(578645, 578845)",0
"(578646, 1153899)",85
"(578646, 1153900)",70
"(578646, 578649)",151
"(578646, 578898)",111
"(578649, 116545)",69
"(578649, 578650)",97
"(593022, 1128946)",0
"(1128982, 593544)",2
"(141324, 66564)",43
"(141324, 94639)",0
"(141324, 503877)",0
"(459213, 1123530)",96
"(459214, 1123530)",36
"(593859, 66564)",87
"(593859, 94639)",64
"(593942, 66564)",9
"(593942, 94639)",2
"(593942, 593104)",60
"(593942, 1129015)",65
"(593942, 1153896)",55
"(593942, 594011)",95
"(59715, 54132)",20
"(59715, 96845)",12
"(54132, 593921)",85
"(54132, 594387)",24
"(54132, 62634)",7
"(593921, 593104)",0
"(594387, 94641)",1
"(594387, 96851)",0
"(62634, 94639)",0
"(62634, 94641)",5
"(55801, 67633)",75
"(57119, 1132731)",0
"(1132731, 646900)",0
"(711527, 216878)",0
"(57773, 1154524)",155
"(57773, 235670)",128
"(57773, 235679)",174
"(57773, 235683)",106
"(1154524, 235679)",125
"(1154524, 235683)",105
"(235670, 235678)",135
"(235670, 235679)",120
"(235670, 235683)",125
"(58436, 1114239)",21
"(58436, 87417)",0
"(87417, 58453)",0
"(1113828, 248395)",65
"(58758, 1128208)",85
"(58758, 576973)",35
"(1128208, 576973)",100
"(61417, 1106764)",85
"(61417, 94416)",65
"(61417, 562940)",37
"(1106764, 94416)",75
"(62329, 1131565)",0
"(62329, 195792)",51
"(62329, 251756)",60
"(62329, 593155)",1
"(62329, 650834)",1
"(1131565, 650807)",0
"(195792, 377303)",0
"(195792, 251756)",65
"(62607, 294145)",0
"(62676, 312409)",0
"(83461, 954315)",0
"(63812, 1105360)",0
"(65057, 1125909)",70
"(65057, 519353)",55
"(65057, 65074)",78
"(1125909, 519353)",75
"(519353, 73162)",84
"(65074, 1110209)",140
"(65074, 1117920)",107
"(65074, 142268)",135
"(65074, 714748)",0
"(65074, 137130)",108
"(1110209, 142268)",130
"(1117920, 142268)",145
"(714748, 73162)",14
"(714748, 189655)",71
"(1123530, 459206)",0
"(66596, 362926)",0
"(66751, 1135750)",0
"(66751, 1138043)",0
"(66751, 573535)",65
"(66751, 693143)",110
"(66751, 695284)",55
"(1135750, 171954)",90
"(1135750, 573553)",60
"(1138043, 77108)",0
"(573535, 693143)",70
"(693143, 695284)",125
"(695284, 132821)",0
"(509315, 102061)",0
"(82090, 66809)",0
"(1117501, 83847)",18
"(171954, 1138755)",0
"(171954, 820662)",48
"(171954, 573553)",100
"(67584, 1127558)",86
"(67584, 1127566)",85
"(67584, 562067)",95
"(1127558, 561809)",40
"(1127566, 562067)",90
"(562067, 561674)",45
"(562067, 561789)",65
"(562067, 561809)",35
"(67633, 379288)",0
"(69198, 231198)",14
"(69198, 267824)",60
"(231198, 1153195)",39
"(231198, 1153922)",0
"(70970, 593068)",0
"(70970, 82920)",13
"(70970, 608190)",86
"(70970, 608191)",90
"(1135122, 733534)",0
"(72805, 899085)",0
"(73162, 1134348)",9
"(73162, 189774)",110
"(73162, 714260)",105
"(73162, 714879)",115
"(189774, 1134346)",68
"(189774, 714879)",119
"(189774, 714208)",0
"(714260, 189655)",123
"(714260, 714879)",101
"(73323, 1105810)",1
"(74821, 1120252)",0
"(74821, 1131150)",52
"(74920, 1105877)",70
"(74920, 74937)",115
"(1105877, 74921)",90
"(1105877, 74937)",115
"(74921, 74937)",80
"(74975, 1107041)",0
"(1107041, 100701)",0
"(75318, 103430)",0
"(75318, 1121569)",75
"(103430, 1154074)",0
"(1121569, 179702)",55
"(75969, 1128856)",75
"(75969, 160732)",0
"(75983, 1115790)",0
"(77108, 77112)",0
"(106590, 90470)",101
"(106590, 1095507)",0
"(106590, 1129994)",125
"(1129994, 90470)",111
"(1129907, 613409)",65
"(81714, 82920)",1
"(81714, 134219)",0
"(82920, 1125492)",10
"(82920, 1128198)",64
"(82920, 1129367)",0
"(82920, 576691)",56
"(1128198, 576691)",63
"(1129367, 601462)",0
"(83847, 1130678)",0
"(1130678, 630890)",0
"(85324, 628751)",0
"(628751, 205196)",90
"(628751, 628764)",110
"(628751, 950986)",125
"(85449, 262178)",0
"(89308, 103528)",0
"(89308, 111676)",0
"(90470, 189566)",45
"(1152958, 284023)",135
"(143801, 284025)",80
"(284023, 1152959)",0
"(94641, 116553)",0
"(116553, 116545)",110
"(116553, 246618)",125
"(116553, 467383)",0
"(95642, 990075)",0
"(99030, 230879)",119
"(193931, 193932)",140
"(1113742, 246618)",98
"(246618, 116545)",89
"(103531, 656048)",1
"(103531, 656231)",0
"(656048, 1131828)",0
"(126912, 103543)",0
"(103543, 126927)",62
"(103543, 126909)",90
"(103543, 126920)",77
"(103543, 126926)",75
"(126927, 126920)",155
"(126927, 645897)",109
"(126927, 643239)",147
"(289085, 264556)",60
"(289085, 689152)",34
"(289085, 335042)",90
"(1095507, 108963)",95
"(1153899, 594511)",68
"(108963, 108974)",110
"(108974, 1133417)",0
"(683404, 683360)",0
"(111770, 1119623)",0
"(1119623, 375825)",0
"(114966, 1125258)",0
"(115188, 1107728)",0
"(116512, 1107808)",0
"(117328, 1115166)",0
"(118873, 1109566)",0
"(1140543, 120817)",0
"(1140543, 255628)",60
"(1140543, 523010)",0
"(1140543, 739816)",0
"(120817, 1109873)",1
"(1109873, 163235)",0
"(121792, 1152394)",0
"(141160, 1131345)",0
"(141160, 133553)",4
"(141160, 917493)",0
"(124952, 1119742)",0
"(124952, 1126011)",0
"(124952, 189721)",0
"(189721, 1129518)",0
"(126867, 1108258)",90
"(126867, 126868)",70
"(1108258, 126868)",105
"(126909, 126926)",80
"(126920, 645897)",95
"(645897, 644577)",100
"(645897, 645571)",0
"(127940, 1114364)",0
"(127940, 243274)",0
"(127940, 416964)",0
"(128203, 128202)",0
"(128203, 137790)",0
"(129287, 907845)",0
"(133628, 1108570)",0
"(134199, 164885)",65
"(134199, 447224)",65
"(164885, 447224)",85
"(447224, 134219)",0
"(135464, 1135589)",50
"(1135589, 255628)",54
"(137359, 1118286)",0
"(1131300, 561809)",0
"(1154068, 643695)",0
"(503877, 1131374)",98
"(503877, 1154076)",65
"(608191, 608190)",149
"(1131549, 650807)",0
"(219446, 1127812)",135
"(219446, 567018)",140
"(145315, 294126)",55
"(145315, 649944)",70
"(294126, 649944)",80
"(1132434, 240321)",0
"(148341, 1109208)",0
"(148341, 263069)",60
"(149139, 1123215)",0
"(1123215, 288107)",0
"(583318, 177998)",0
"(1131223, 561593)",75
"(561568, 561613)",105
"(561581, 561582)",90
"(561581, 646440)",0
"(561581, 561595)",100
"(561581, 561674)",0
"(561595, 561582)",70
"(561595, 561610)",135
"(561595, 561611)",100
"(561610, 561611)",121
"(645084, 642641)",0
"(645084, 645088)",60
"(154023, 1112106)",105
"(154023, 1133846)",90
"(154023, 154047)",135
"(1112106, 154047)",115
"(1133846, 154047)",100
"(155158, 397590)",0
"(158812, 1127812)",0
"(1127812, 567018)",125
"(159084, 1152711)",145
"(159084, 159085)",160
"(159084, 241821)",105
"(1152711, 159085)",115
"(1152711, 241821)",125
"(159085, 241821)",90
"(160732, 1128853)",0
"(162075, 1109830)",95
"(162075, 162080)",85
"(162075, 737204)",0
"(1109830, 162080)",60
"(162080, 1135345)",0
"(162080, 739707)",0
"(162080, 738941)",0
"(820662, 573553)",135
"(175548, 689152)",12
"(175548, 753070)",0
"(753070, 753047)",125
"(753070, 753264)",60
"(753070, 767763)",115
"(177993, 286513)",0
"(179702, 1152859)",0
"(180301, 1110628)",0
"(1131550, 650814)",70
"(187260, 1110950)",0
"(189566, 1153014)",0
"(1153014, 318071)",0
"(191222, 191216)",0
"(193347, 612306)",135
"(193347, 193352)",165
"(612306, 193352)",100
"(193352, 348305)",0
"(194609, 1154520)",0
"(194609, 126128)",0
"(194609, 215912)",70
"(194609, 563613)",155
"(643734, 643777)",0
"(643734, 643735)",0
"(643597, 643695)",0
"(203646, 270456)",1
"(205196, 1130568)",0
"(205196, 1130586)",0
"(205196, 628764)",80
"(205196, 628766)",0
"(205196, 815096)",0
"(205196, 950986)",80
"(205196, 815073)",0
"(1129629, 576362)",102
"(212097, 1112071)",0
"(1112071, 212107)",0
"(216877, 1117618)",110
"(1117618, 216878)",80
"(219218, 1112417)",0
"(226698, 1122304)",0
"(228990, 228992)",0
"(230879, 1133428)",90
"(230879, 696343)",85
"(230879, 851968)",0
"(1133428, 696343)",105
"(851968, 278394)",0
"(851968, 1140231)",0
"(1153195, 267824)",60
"(232860, 1113084)",0
"(233106, 12275)",0
"(233106, 630890)",0
"(235678, 235679)",130
"(235678, 689439)",120
"(235678, 235683)",125
"(235679, 689439)",75
"(235679, 235683)",145
"(689439, 616336)",0
"(262178, 1138968)",0
"(264556, 335042)",105
"(270600, 1114838)",0
"(292277, 578845)",0
"(578845, 593559)",60
"(578845, 593560)",45
"(1133010, 688849)",0
"(302545, 1152858)",0
"(1131198, 643199)",55
"(307656, 270085)",0
"(321004, 1117049)",0
"(367312, 1119211)",0
"(367312, 746058)",75
"(367312, 739280)",70
"(746058, 739280)",65
"(368657, 400455)",0
"(375825, 421481)",0
"(376704, 1119654)",0
"(380341, 60560)",0
"(384428, 1120019)",0
"(1135115, 734406)",0
"(408885, 1154173)",0
"(430574, 1105622)",0
"(430711, 1132416)",0
"(430711, 671052)",1
"(671052, 1132406)",0
"(458439, 1123493)",0
"(467383, 1128977)",0
"(1154076, 647315)",0
"(646913, 646900)",65
"(646913, 1131359)",85
"(522338, 1132864)",0
"(522338, 683360)",0
"(529165, 1126315)",0
"(561674, 1127541)",0
"(561674, 561789)",45
"(561789, 1127551)",0
"(573553, 1138970)",0
"(1153900, 594511)",55
"(1128943, 592993)",65
"(1128943, 592996)",85
"(1128978, 592993)",76
"(1128978, 592996)",75
"(593559, 593560)",105
"(1128437, 582349)",0
"(593104, 1129015)",105
"(1129015, 594039)",0
"(1153896, 594011)",105
"(594119, 1129021)",0
"(594483, 1129040)",0
"(601462, 1129368)",0
"(601462, 1129369)",0
"(604073, 1129494)",0
"(610529, 1153946)",0
"(617378, 1130069)",0
"(617575, 1130080)",0
"(621555, 1130243)",0
"(626530, 1130454)",110
"(626530, 1154012)",70
"(626530, 626531)",160
"(626530, 626574)",95
"(1130454, 626531)",85
"(1154012, 626574)",88
"(626531, 626574)",115
"(628458, 628459)",0
"(633030, 633031)",0
"(672070, 1132443)",110
"(672070, 672071)",150
"(672071, 1132443)",105
"(642593, 1131163)",0
"(642621, 1131164)",0
"(642621, 1131258)",14
"(1131258, 644441)",2
"(1131258, 644448)",0
"(642681, 644441)",54
"(642798, 1131172)",0
"(642798, 644470)",15
"(642798, 642894)",0
"(644470, 644448)",85
"(644470, 644494)",74
"(642894, 1131180)",0
"(642894, 1131301)",88
"(642894, 1131335)",75
"(642894, 643239)",137
"(642894, 643485)",80
"(642894, 645046)",145
"(642894, 645870)",91
"(642894, 646334)",81
"(642894, 646357)",114
"(1131301, 644577)",29
"(1131301, 645046)",106
"(1131301, 645870)",73
"(643239, 1131334)",126
"(643485, 644577)",121
"(645046, 646334)",110
"(645046, 646357)",100
"(645870, 644494)",0
"(646334, 646357)",110
"(642920, 1131184)",75
"(642920, 642930)",75
"(1131184, 642930)",55
"(1131257, 644427)",70
"(1131305, 644577)",110
"(1131334, 644577)",113
"(644448, 1131314)",75
"(644448, 644494)",125
"(644577, 644427)",56
"(644361, 645016)",0
"(645016, 644363)",0
"(645016, 644843)",0
"(645016, 1154071)",0
"(645016, 645452)",0
"(1131314, 644494)",80
"(646412, 1131330)",0
"(646900, 1131359)",95
"(648106, 1131421)",105
"(648106, 648112)",115
"(648106, 648121)",97
"(1131421, 648112)",70
"(648112, 1131420)",102
"(648112, 648121)",135
"(1131420, 648121)",90
"(648369, 1131414)",0
"(653628, 1133930)",0
"(1131741, 654339)",85
"(654519, 1131754)",0
"(662250, 1132073)",0
"(1132505, 675756)",120
"(682508, 1132857)",60
"(682508, 683294)",70
"(1132857, 683294)",80
"(688824, 1133008)",0
"(709518, 1134056)",0
"(711994, 1134197)",0
"(738941, 1135455)",0
"(739816, 1140548)",0
"(752684, 1135955)",0
"(753047, 1136631)",80
"(753047, 1136634)",0
"(753047, 753264)",155
"(753047, 767763)",105
"(1136631, 767763)",100
"(753264, 767763)",125
"(754594, 1136040)",0
"(756061, 1136110)",0
"(756061, 1136447)",89
"(1136447, 762980)",139
"(779960, 1137140)",0
"(814836, 1138619)",0
"(817774, 820661)",0
"(824245, 1139009)",0
"(853114, 853155)",154
"(853114, 853115)",135
"(853155, 853115)",150
"(853155, 853118)",0
